Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio,Unnamed: 9,Unnamed: 10
,,2.119,173.78,86.22,34.81,643.6,5.639,2.47687446136168,,
,78,2.345,252.1,100.2,57.09,663.3,5.382,1.75512348922754,,
,,2.372,306.2,100.1,56.53,664.3,5.478,1.77074119936317,,
,,2.346,255.6,100.0,57.25,664.6,5.796,1.74672489082969,,
,,2.441,277.5,101.1,57.61,663.0,5.901,1.75490366255858,,
,,2.397,283.0,101.2,57.5,665.7,5.848,1.76,,
,,2.372,299.9,100.6,57.26,668.1,5.678,1.75689835836535,,
,,2.345,306.4,100.5,57.18,671.7,5.448,1.75760755508919,,
,,2.322,267.5,100.8,57.25,674.8,5.382,1.76069868995633,,
,,2.315,246.4,100.9,57.58,676.9,5.339,1.75234456408475,,
,,2.282,256.5,101.1,57.74,668.2,5.228,1.75095254589539,,
,,2.236,269.0,101.4,57.78,668.8,5.257,1.75493250259605,,
,,2.294,283.0,101.2,56.85,666.3,5.388,1.78012313104661,,
,,2.319,299.0,100.7,57.14,668.7,5.419,1.76233811690585,,
,,2.381,269.0,100.9,57.28,667.0,5.571,1.76152234636872,,
,,2.402,289.8,101.0,57.03,664.5,5.769,1.77099772049798,,
,,2.445,260.7,100.9,57.6,664.3,5.901,1.75173611111111,,
,,2.448,246.4,100.8,56.7,663.8,6.117,1.77777777777778,,
,,2.386,243.9,100.7,57.03,665.7,6.23,1.76573733122918,,
,,2.382,255.6,100.6,57.43,668.7,6.238,1.75169771896221,,
,,2.359,269.0,100.4,57.02,677.6,5.878,1.76078568923185,,
,79,2.408,185.0,94.09,39.19,600.5,9.164,2.40086756825721,,
,,2.374,159.0,94.03,39.37,603.9,8.465,2.38836677673355,,
,,2.329,168.9,93.93,39.48,596.6,8.377,2.37917933130699,,
,,2.325,166.9,93.89,39.57,595.0,8.659,2.3727571392469,,
,,2.348,158.0,93.86,39.76,596.3,8.498,2.36066398390342,,
,,2.367,162.0,94.19,39.29,593.3,8.506,2.39730211249682,,
,,2.339,171.4,94.32,39.3,594.7,8.547,2.4,,
,,2.357,153.3,94.25,39.33,605.1,8.14,2.39638952453598,,
,,2.402,195.3,94.31,39.38,608.2,8.102,2.39487049263586,,
,,2.367,188.0,94.16,39.64,605.7,8.138,2.37537840565086,,
,,2.375,163.9,93.98,39.92,604.8,8.394,2.35420841683367,,
,,2.383,171.4,93.7,39.91,603.9,8.605,2.34778251064896,,
,,2.397,162.0,94.06,39.64,601.7,9.417,2.37285570131181,,
,,2.421,165.5,94.17,39.71,599.1,9.758,2.37144296147066,,
,,2.411,168.9,94.3,39.8,595.0,8.839,2.36934673366834,,
,,2.415,158.5,94.38,39.38,596.8,8.489,2.39664804469274,,
,,2.401,168.6,94.49,39.16,602.0,8.333,2.41292134831461,,
,,2.416,185.0,94.46,39.14,601.6,8.388,2.41338783852836,,
,,2.422,187.0,94.31,39.29,602.9,8.645,2.40035632476457,,
,,2.403,159.0,94.07,39.33,599.1,8.248,2.39181286549708,,
,80,2.58,136.04,111.1,45.58,652.6,4.611,2.43747257569109,,
,,2.576,150.24,110.3,45.97,654.2,4.48,2.39939090711333,,
,,2.558,162.61,111.2,45.65,655.4,4.287,2.43592552026287,,
,,2.584,154.5,111.1,45.77,655.1,4.249,2.42735416211492,,
,,2.577,138.99,110.6,45.39,656.7,4.217,2.43666005728134,,
,,2.576,166.76,110.3,45.43,654.4,4.278,2.42791107197887,,
,,2.554,148.69,110.4,45.19,656.8,4.501,2.44301836689533,,
,,2.542,166.59,110.8,45.07,661.3,4.562,2.45839804748169,,
,,2.544,142.68,110.7,45.79,659.2,4.655,2.41755841886875,,
,,2.572,136.04,111.2,45.06,653.5,4.611,2.46782068353307,,
,,2.567,139.74,111.5,45.48,654.5,4.641,2.45162708883026,,
,,2.557,150.24,111.4,45.63,654.3,4.806,2.44137628753013,,
,,2.432,156.27,111.1,45.39,655.4,4.761,2.44767569949328,,
,,2.499,157.64,110.8,45.55,652.7,4.789,2.43249176728869,,
,,2.561,153.67,110.4,45.44,652.6,4.611,2.42957746478873,,
,,2.576,155.8,110.0,45.12,657.4,4.655,2.43794326241135,,
,,2.535,159.71,110.8,45.24,657.8,4.297,2.44916003536693,,
,,2.544,147.79,111.2,45.36,661.3,4.249,2.45149911816578,,
,,2.563,154.5,111.3,45.79,656.8,4.297,2.43066171653199,,
,,2.584,135.51,111.5,45.63,652.6,4.241,2.44356782818321,,
,81,2.631,151.1,99.39,30.98,618.6,8.51,3.20819883795997,,
,,2.623,138.6,99.56,31.01,617.3,8.747,3.2105772331506,,
,,2.6,131.4,100.1,31.47,618.3,7.865,3.18080711789005,,
,,2.55,144.5,99.69,31.05,617.7,7.46,3.21062801932367,,
,,2.627,138.2,99.85,31.01,620.0,7.159,3.2199290551435,,
,,2.652,135.5,100.2,31.6,618.4,8.934,3.17088607594937,,
,,2.634,115.9,99.85,31.01,623.3,8.117,3.2199290551435,,
,,2.674,133.7,100.4,30.86,636.2,6.79,3.25340246273493,,
,,2.649,140.1,100.6,30.57,614.3,6.985,3.29080798168139,,
,,2.622,134.6,100.1,31.0,621.1,8.095,3.22903225806452,,
,,2.631,167.2,100.4,31.47,610.3,8.121,3.19034000635526,,
,,2.613,150.6,100.3,31.4,617.5,8.747,3.19426751592357,,
,,2.541,138.6,99.34,30.91,615.1,8.833,3.21384665156907,,
,,2.524,150.9,100.0,31.18,620.7,9.303,3.2071840923669,,
,,2.601,138.2,99.73,31.07,615.6,8.934,3.20984872867718,,
,,2.623,143.8,99.5,31.09,617.2,7.487,3.20038597619813,,
,,2.659,122.79,99.67,31.05,637.8,7.214,3.20998389694042,,
,,2.634,134.6,99.89,31.17,635.2,7.487,3.204683991017,,
,,2.601,133.7,100.1,31.01,619.6,9.21,3.22799097065463,,
,,2.578,142.5,100.4,31.14,617.3,9.841,3.22414900449583,,
,82,2.981,151.77,81.17,37.93,626.8,4.949,2.13999472712892,,
,,3.009,146.16,80.49,37.5,624.5,4.723,2.1464,,
,,2.996,135.34,81.04,37.39,626.3,4.832,2.16742444503878,,
,,2.988,139.22,81.21,37.04,629.3,4.838,2.19249460043197,,
,,2.924,148.69,80.72,37.37,632.4,4.915,2.16002140754616,,
,,2.899,151.77,80.38,37.7,636.4,5.135,2.13209549071618,,
,,2.966,146.14,81.04,37.59,631.3,4.938,2.15589252460761,,
,,2.996,140.36,80.65,37.48,627.8,5.157,2.15181430096051,,
,,2.987,135.36,80.49,37.42,626.2,5.111,2.15098877605558,,
,,2.999,134.95,80.44,37.92,627.0,5.17,2.12130801687764,,
,,2.904,140.6,80.99,37.53,629.6,5.366,2.1580069277911,,
,,2.866,141.02,80.65,37.31,633.8,5.369,2.16161886893594,,
,,2.896,163.37,80.71,37.82,633.7,5.279,2.13405605499736,,
,,2.696,154.32,80.49,37.15,628.6,5.167,2.16662180349933,,
,,2.773,151.07,80.54,37.26,626.6,5.24,2.16156736446592,,
,,2.886,150.1,80.87,37.15,632.8,5.096,2.17685060565276,,
,,2.819,143.08,80.44,37.04,635.5,5.073,2.17170626349892,,
,,2.872,141.22,80.59,37.48,639.6,5.119,2.15021344717183,,
,,2.825,153.33,81.43,37.7,630.5,4.993,2.15994694960212,,
,,2.89,139.22,80.71,37.59,625.5,5.017,2.14711359404097,,
,83,2.365,192.37,99.55,30.44,731.4,12.24,3.2703679369251,,
,,2.358,173.21,99.23,30.11,728.6,10.55,3.29558286283627,,
,,2.404,205.18,99.44,30.55,734.2,10.85,3.25499181669394,,
,,2.399,197.23,99.2,30.89,721.7,9.952,3.21139527355131,,
,,2.387,211.88,99.33,31.0,724.0,10.11,3.2041935483871,,
,,2.355,186.79,98.78,30.8,717.2,10.12,3.20714285714286,,
,,2.35,178.27,98.67,30.18,736.3,12.19,3.26938369781312,,
,,2.327,200.88,98.79,29.98,726.4,10.83,3.29519679786524,,
,,2.294,179.0,99.02,29.99,728.6,10.63,3.30176725575192,,
,,2.284,197.58,99.01,30.14,719.7,11.07,3.28500331785003,,
,,2.291,169.71,99.22,30.16,720.8,9.074,3.28978779840849,,
,,2.225,186.79,99.11,30.03,731.6,9.702,3.3003663003663,,
,,2.294,200.88,98.89,30.18,730.2,9.269,3.2766732935719,,
,,2.269,197.58,98.68,30.22,730.2,9.268,3.26538716082065,,
,,2.338,215.57,98.59,30.14,730.4,10.21,3.27106834771068,,
,,2.355,206.84,98.7,30.6,725.2,11.14,3.22549019607843,,
,,2.315,199.14,98.91,30.12,709.7,9.868,3.28386454183267,,
,,2.281,193.4,99.12,30.2,720.4,8.446,3.28211920529801,,
,,2.233,206.48,98.91,30.3,730.0,8.252,3.26435643564356,,
,,2.288,179.0,99.13,29.94,738.4,7.9,3.31095524382097,,
,84,1.732,122.3,102.2,38.34,623.289,8.89,2.66562336984872,,
,,1.738,159.0,101.9,38.18,623.383,9.324,2.66893661602933,,
,,1.743,156.2,101.6,37.75,623.289,9.353,2.69139072847682,,
,,1.73,157.2,101.5,38.28,623.116,10.25,2.65151515151515,,
,,1.717,156.8,101.6,38.12,623.964,9.365,2.66526757607555,,
,,1.7,155.2,101.7,37.9,624.032,8.229,2.68337730870712,,
,,1.718,117.7,101.4,37.87,622.994,7.894,2.67758119883813,,
,,1.727,150.3,101.5,37.79,623.243,9.452,2.68589573961365,,
,,1.69,157.0,101.6,37.96,623.561,8.524,2.67650158061117,,
,,1.685,156.4,102.3,38.01,623.04,8.893,2.69139700078927,,
,,1.738,155.2,102.2,38.08,623.905,8.619,2.68382352941176,,
,,1.739,157.0,102.0,38.09,623.182,9.324,2.67786820687845,,
,,1.732,122.3,101.5,38.32,623.182,9.23,2.64874739039666,,
,,1.738,126.5,101.8,38.48,623.113,9.353,2.64553014553015,,
,,1.742,118.8,101.4,38.14,623.958,9.23,2.65862611431568,,
,,1.736,117.3,101.7,38.21,623.905,8.366,2.66160690918608,,
,,1.729,126.8,101.4,38.01,623.04,8.89,2.66771902131018,,
,,1.73,117.6,101.7,38.02,622.994,8.229,2.6749079431878,,
,,1.729,118.8,102.0,38.14,623.113,7.752,2.674357629785,,
,,1.721,126.5,101.5,38.25,623.116,7.894,2.65359477124183,,
,85,2.12,178.14,97.91,29.94,732.8,6.659,3.27020708082832,,
,,2.073,196.28,97.81,29.67,738.7,6.353,3.29659588810246,,
,,2.109,189.39,98.64,29.85,744.4,7.598,3.30452261306533,,
,,2.138,186.62,97.53,29.43,736.3,7.235,3.31396534148828,,
,,2.14,178.24,97.69,29.13,733.5,7.596,3.35358736697563,,
,,2.129,178.01,97.96,29.22,725.3,8.226,3.35249828884326,,
,,2.124,199.9,98.02,29.59,724.1,7.41,3.31260561000338,,
,,2.099,211.4,97.69,29.7,729.2,8.226,3.28922558922559,,
,,2.096,211.9,98.47,29.36,726.2,6.624,3.35388283378747,,
,,2.054,186.62,98.19,29.18,736.8,7.38,3.36497601096642,,
,,2.073,178.24,98.3,29.56,725.0,7.881,3.3254397834912,,
,,2.109,176.9,97.52,29.91,722.5,8.966,3.26044801069876,,
,,2.125,170.5,97.35,29.13,719.8,8.5,3.34191555097837,,
,,2.135,178.27,97.85,29.66,717.1,7.562,3.29905596763318,,
,,2.121,189.76,97.53,29.48,724.3,7.596,3.30834464043419,,
,,2.136,173.14,97.7,29.35,725.7,6.705,3.32879045996593,,
,,2.142,178.01,98.2,29.44,728.5,7.064,3.33559782608696,,
,,2.13,189.39,97.77,29.79,730.2,7.951,3.28197381671702,,
,,2.111,187.19,97.6,29.83,736.3,7.589,3.27187395239692,,
,,2.088,210.4,97.31,29.68,744.4,7.908,3.27863881401617,,
,86,2.909,197.75,101.6,34.59,563.2,6.213,2.93726510552183,,
,,2.997,190.96,101.0,34.18,563.4,6.444,2.95494441193681,,
,,2.943,201.5,100.8,34.37,564.4,6.59,2.93279022403259,,
,,2.951,211.4,100.7,34.43,563.4,6.782,2.92477490560558,,
,,2.996,215.8,100.6,35.03,561.9,7.247,2.87182415072795,,
,,2.882,211.3,100.8,34.96,561.1,6.532,2.88329519450801,,
,,2.899,219.4,101.1,34.43,562.1,6.236,2.93639268080163,,
,,2.961,234.6,101.0,34.37,563.9,5.861,2.93860925225487,,
,,2.978,233.1,100.8,34.65,568.3,6.159,2.90909090909091,,
,,3.016,230.8,100.9,34.44,564.6,6.159,2.92973286875726,,
,,3.009,196.18,100.5,34.71,563.4,6.939,2.89541918755402,,
,,2.995,187.87,100.4,34.5,564.1,5.677,2.91014492753623,,
,,2.924,182.48,100.3,34.18,566.3,5.628,2.93446459918081,,
,,2.935,187.95,100.2,34.07,567.5,6.229,2.94100381567361,,
,,2.923,184.19,100.4,34.21,569.5,6.602,2.93481438175972,,
,,2.931,186.7,100.8,34.19,567.9,7.382,2.94823047674759,,
,,2.975,188.44,100.9,34.06,568.7,6.233,2.96241926012918,,
,,2.981,193.2,101.0,34.13,569.1,6.83,2.9592733665397,,
,,2.999,190.96,100.8,34.07,565.3,6.454,2.95861461696507,,
,,3.01,187.97,100.7,34.23,564.4,5.925,2.94186386210926,,
,87,2.329,178.6,93.29,29.96,665.6,5.033,3.11381842456609,,
,,2.327,168.3,93.31,30.32,665.8,5.625,3.07750659630607,,
,,2.335,149.8,93.13,30.11,655.8,6.149,3.09299236134175,,
,,2.358,169.9,93.21,29.97,659.9,5.98,3.11011011011011,,
,,2.276,160.8,92.83,30.82,665.5,6.286,3.01200519143413,,
,,2.229,171.3,92.56,30.94,667.0,6.778,2.99159663865546,,
,,2.301,178.6,92.71,30.14,667.4,6.605,3.07597876575979,,
,,2.311,178.5,92.83,30.01,667.0,5.033,3.09330223258914,,
,,2.304,158.0,93.13,30.0,663.4,5.148,3.10433333333333,,
,,2.311,151.3,93.21,29.86,660.5,5.618,3.12156731413262,,
,,2.34,159.1,93.08,30.04,664.2,5.196,3.09853528628495,,
,,2.318,184.4,92.96,30.08,665.8,5.875,3.09042553191489,,
,,2.349,159.1,93.83,29.86,669.0,5.625,3.142330877428,,
,,2.321,156.7,93.95,29.87,671.3,5.347,3.14529628389689,,
,,2.34,159.4,93.56,30.14,671.5,6.279,3.1041804910418,,
,,2.327,183.4,93.75,30.25,687.6,6.249,3.09917355371901,,
,,2.317,171.9,93.63,30.1,686.1,5.932,3.11063122923588,,
,,2.355,159.8,93.6,29.22,660.5,6.055,3.20328542094456,,
,,2.356,178.6,93.26,30.3,659.9,5.437,3.07788778877888,,
,,2.36,158.0,93.48,30.63,666.1,5.502,3.05190989226249,,
,88,2.337,189.29,89.78,28.27,722.9,7.106,3.17580474000707,,
,,2.228,189.92,90.56,28.81,719.6,6.909,3.14335300242971,,
,,2.32,191.03,90.75,29.01,717.0,7.022,3.1282316442606,,
,,2.294,193.83,90.59,28.76,719.3,7.044,3.14986091794159,,
,,2.273,196.62,90.03,29.08,721.5,7.147,3.09594222833563,,
,,2.288,193.26,89.92,29.1,724.9,7.171,3.09003436426117,,
,,2.166,207.85,90.96,28.6,726.2,7.193,3.18041958041958,,
,,2.203,200.74,90.95,28.33,723.2,7.205,3.21037769149312,,
,,2.235,203.93,90.3,28.27,722.1,7.264,3.19419879731164,,
,,2.258,193.34,90.47,28.37,722.7,7.453,3.18893197039126,,
,,2.268,193.26,90.23,28.21,722.7,7.533,3.1985111662531,,
,,2.322,189.29,90.57,28.44,720.6,7.283,3.18459915611814,,
,,2.333,196.1,90.86,28.39,724.3,7.666,3.20042268404368,,
,,2.316,188.38,90.78,28.01,721.9,7.28,3.24098536237058,,
,,2.283,190.83,90.87,28.48,723.4,7.307,3.19066011235955,,
,,2.192,202.24,90.95,28.87,721.1,7.333,3.15032906130932,,
,,2.117,187.72,90.88,29.05,721.6,7.752,3.12839931153184,,
,,2.026,197.13,90.01,28.84,721.7,7.732,3.12101248266297,,
,,2.179,193.26,90.42,28.6,726.3,7.731,3.16153846153846,,
,,2.231,200.63,90.88,28.55,721.0,7.738,3.18318739054291,,
,89,3.388,286.3,68.62,29.31,613.0,6.575,2.34118048447629,,
,,3.398,256.4,68.44,29.06,609.0,6.458,2.35512732278045,,
,,3.43,229.9,68.22,28.69,607.6,6.229,2.37783199721157,,
,,3.433,206.6,68.5,28.51,610.6,6.183,2.40266573132234,,
,,3.428,190.3,68.18,29.01,609.0,6.567,2.35022406066874,,
,,3.373,245.1,68.07,29.56,608.5,6.703,2.30277401894452,,
,,3.403,192.8,68.13,28.86,606.2,7.189,2.36070686070686,,
,,3.306,200.4,68.26,28.88,604.9,6.91,2.36357340720222,,
,,3.321,218.1,68.21,28.05,613.0,6.836,2.43172905525847,,
,,3.305,237.0,68.03,29.33,614.1,6.601,2.31946812137743,,
,,3.257,243.0,68.02,29.25,608.5,6.524,2.32547008547009,,
,,3.275,267.6,68.4,28.7,607.4,6.353,2.38327526132404,,
,,3.283,243.0,68.69,28.77,613.0,6.269,2.38755648244699,,
,,3.257,229.9,68.52,28.82,609.0,6.602,2.37751561415684,,
,,3.324,237.0,68.19,28.66,614.0,6.669,2.37927424982554,,
,,3.26,190.3,68.07,28.49,615.2,6.497,2.38925938925939,,
,,3.187,200.4,68.11,28.45,618.7,7.357,2.39402460456942,,
,,3.189,184.0,68.48,28.75,616.4,6.926,2.38191304347826,,
,,3.26,230.8,68.32,28.66,621.8,6.997,2.38381018841591,,
,,3.364,280.8,68.19,28.87,618.2,7.197,2.36196744024939,,
,90,2.795,175.1,91.08,40.32,655.4,6.329,2.25892857142857,,
,,3.006,163.8,91.86,40.0,658.8,6.264,2.2965,,
,,2.939,165.8,91.62,39.09,656.1,6.218,2.34382194934766,,
,,2.844,180.6,91.59,39.58,655.9,6.158,2.31404749873674,,
,,2.727,190.9,91.45,39.87,658.3,6.147,2.2937045397542,,
,,2.686,175.1,91.46,40.01,658.9,6.099,2.28592851787053,,
,,2.619,174.5,91.8,40.48,660.6,6.173,2.26778656126482,,
,,2.588,168.5,92.56,40.21,662.0,6.366,2.30191494653071,,
,,2.551,163.8,92.1,40.05,655.7,6.619,2.29962546816479,,
,,2.469,180.6,92.03,40.02,654.8,6.789,2.29960019990005,,
,,2.479,183.1,91.97,40.34,657.8,6.651,2.27987109568666,,
,,2.586,190.9,91.7,40.17,662.8,6.629,2.28279810804083,,
,,2.564,259.1,92.03,40.65,661.9,6.638,2.2639606396064,,
,,2.645,219.8,91.64,40.01,664.3,6.517,2.29042739315171,,
,,2.726,190.4,92.15,40.02,656.9,6.535,2.30259870064968,,
,,2.815,175.1,92.23,40.2,658.5,6.387,2.29427860696517,,
,,3.088,194.8,92.04,40.19,660.6,6.259,2.29012192087584,,
,,3.174,156.0,91.43,40.03,670.0,6.163,2.2840369722708,,
,,3.243,190.5,91.22,39.87,655.4,6.335,2.2879357913218,,
,,2.823,180.6,91.24,39.86,655.7,6.647,2.28901154039137,,
,91,3.117,134.4,92.13,33.49,591.2,6.536,2.750970438937,,
,,3.195,126.1,92.5,34.02,590.9,6.438,2.71898883009994,,
,,3.138,130.4,92.63,33.91,588.4,6.389,2.73164258330876,,
,,3.212,130.3,92.65,33.51,591.6,6.342,2.76484631453298,,
,,3.284,145.4,92.63,33.95,592.1,6.504,2.72842415316642,,
,,3.287,130.3,92.36,34.09,593.1,6.324,2.70929891463772,,
,,3.24,131.2,92.64,33.62,595.6,6.299,2.75550267697799,,
,,3.191,123.0,92.8,33.51,591.0,7.044,2.76932259027156,,
,,3.068,126.0,92.74,33.71,600.5,7.461,2.75111242954613,,
,,3.117,126.1,92.58,33.34,605.9,7.122,2.77684463107378,,
,,3.086,129.7,92.29,33.43,611.8,7.39,2.76069398743643,,
,,3.179,131.4,92.23,33.56,614.1,7.378,2.74821215733015,,
,,3.213,131.1,92.49,33.43,605.9,6.94,2.76667663775052,,
,,3.263,130.3,92.77,32.84,602.3,7.372,2.82490864799026,,
,,3.3,130.4,92.96,32.97,600.5,7.378,2.81953290870488,,
,,3.333,126.0,92.65,33.0,602.1,7.005,2.80757575757576,,
,,3.328,125.8,92.88,33.12,605.5,7.044,2.80434782608696,,
,,3.319,130.4,92.76,33.03,601.3,7.186,2.80835603996367,,
,,3.271,137.7,92.53,33.12,595.9,7.53,2.79378019323672,,
,,3.123,135.6,92.25,32.92,593.1,7.461,2.80224787363305,,
,92,2.555,162.34,85.96,33.3,636.3,6.397,2.58138138138138,,
,,2.482,176.01,86.12,33.54,640.0,6.66,2.56768038163387,,
,,2.489,171.93,86.09,33.57,636.9,6.916,2.56449210604707,,
,,2.546,180.51,86.37,33.53,638.8,6.956,2.57590217715479,,
,,2.51,189.5,86.28,33.58,639.3,6.642,2.56938653960691,,
,,2.487,191.1,86.07,33.65,640.8,6.154,2.55780089153046,,
,,2.505,196.7,85.77,33.58,640.4,6.154,2.55419892793329,,
,,2.511,182.42,85.93,33.95,642.0,6.737,2.53107511045655,,
,,2.533,187.83,86.05,34.0,636.3,7.037,2.53088235294118,,
,,2.536,177.55,86.15,33.44,639.1,7.303,2.57625598086124,,
,,5.246,166.32,86.29,33.46,638.6,7.488,2.57890017931859,,
,,2.543,163.91,86.04,33.48,641.4,7.492,2.56989247311828,,
,,2.523,176.71,86.18,33.42,640.0,7.223,2.57869539198085,,
,,2.526,180.51,86.03,34.0,638.8,6.706,2.53029411764706,,
,,2.516,185.59,86.01,33.74,640.8,6.447,2.54919976289271,,
,,2.5,186.9,86.23,33.31,640.9,6.206,2.58871209846893,,
,,2.471,195.0,86.12,33.47,641.4,6.418,2.57305049297879,,
,,2.392,186.9,86.0,33.8,665.9,6.397,2.54437869822485,,
,,2.491,184.76,86.24,33.85,636.9,6.154,2.54771048744461,,
,,2.482,180.79,86.21,34.23,640.0,6.459,2.51855097867368,,
,93,2.359,322.3,90.13,28.12,519.4,6.742,3.2051920341394,,
,,2.376,333.1,90.24,28.42,518.1,6.237,3.17522871217452,,
,,2.262,274.1,90.36,28.21,515.6,5.823,3.20311946118398,,
,,2.275,333.7,90.42,28.36,518.6,5.965,3.18829337094499,,
,,2.276,250.8,90.27,28.01,518.3,6.136,3.22277757943592,,
,,2.252,279.5,90.35,28.37,515.5,6.594,3.18470215015862,,
,,2.338,243.3,90.44,28.36,514.4,6.947,3.18899858956276,,
,,2.314,256.5,90.2,28.06,514.7,7.007,3.21454027084818,,
,,2.279,254.6,90.59,28.01,516.9,6.225,3.23420207068904,,
,,2.233,278.3,90.53,28.21,526.3,5.69,3.20914569301666,,
,,2.201,269.6,90.38,28.42,525.1,6.008,3.18015482054891,,
,,2.16,263.9,90.36,28.11,515.5,6.098,3.2145144076841,,
,,2.142,252.8,90.66,28.09,523.0,5.603,3.22748309006764,,
,,2.068,243.3,90.84,27.93,518.6,5.867,3.25241675617615,,
,,2.133,267.2,90.79,27.67,519.4,6.021,3.28117094325985,,
,,2.186,263.9,90.49,27.74,520.0,5.689,3.26207642393655,,
,,2.287,243.3,90.34,28.09,519.7,6.357,3.21609113563546,,
,,2.315,250.8,90.09,28.36,526.3,6.71,3.17665726375176,,
,,2.358,263.9,90.21,28.56,515.9,7.055,3.15861344537815,,
,,2.368,288.3,90.65,28.6,518.3,7.742,3.16958041958042,,
,94,2.197,167.6,113.7,34.19,618.3,13.69,3.32553378180755,,
,,2.186,160.8,113.9,34.78,619.0,14.13,3.27487061529615,,
,,2.181,175.8,113.6,34.48,620.7,14.54,3.29466357308585,,
,,2.153,177.3,113.3,34.85,625.7,13.26,3.25107604017217,,
,,2.115,208.0,113.0,34.78,622.5,12.94,3.24899367452559,,
,,2.146,191.8,113.2,34.64,621.8,12.53,3.26789838337182,,
,,2.119,174.8,113.4,34.68,620.5,12.74,3.26989619377163,,
,,2.16,156.7,113.5,34.92,618.3,12.98,3.25028636884307,,
,,2.186,172.6,113.8,34.76,617.4,13.19,3.27387802071346,,
,,2.201,164.9,114.1,34.53,621.4,13.49,3.3043730089777,,
,,2.183,158.7,114.3,34.25,625.4,13.44,3.33722627737226,,
,,2.159,166.9,114.2,34.76,623.5,12.53,3.28538550057537,,
,,2.149,177.3,113.8,34.36,623.2,11.11,3.31199068684517,,
,,2.116,188.7,113.6,34.11,628.3,10.75,3.33040164174729,,
,,2.092,185.2,113.8,34.65,625.7,11.56,3.28427128427128,,
,,2.13,167.4,114.0,34.19,622.5,12.07,3.33430827727406,,
,,2.127,161.4,113.8,34.25,621.3,12.03,3.32262773722628,,
,,2.155,167.6,113.5,34.11,628.2,11.84,3.32746995016124,,
,,2.174,199.9,113.4,34.58,624.0,11.86,3.27935222672065,,
,,2.148,160.8,113.0,34.84,621.2,11.44,3.24339839265212,,
,95,2.931,226.5,85.07,36.92,617.5,6.596,2.30417118093174,,
,,2.904,232.4,85.23,36.78,618.0,7.792,2.31729200652529,,
,,2.9,195.9,85.2,35.99,620.9,6.551,2.36732425673798,,
,,2.883,202.4,85.11,36.45,623.5,5.933,2.33497942386831,,
,,2.839,241.2,85.08,36.47,623.4,7.057,2.33287633671511,,
,,2.818,238.7,85.35,36.48,620.6,6.31,2.33963815789474,,
,,2.836,226.5,85.54,36.63,621.4,7.729,2.33524433524434,,
,,2.852,218.8,85.59,36.62,620.9,7.732,2.33724740578919,,
,,2.862,211.0,85.65,36.78,621.2,7.432,2.32871125611746,,
,,2.77,204.1,85.62,36.77,618.7,7.052,2.32852869186837,,
,,2.765,204.9,85.54,36.78,622.2,6.079,2.32572050027189,,
,,2.912,210.2,85.3,36.47,621.0,6.99,2.33890869207568,,
,,2.91,189.1,85.41,36.45,625.0,6.421,2.34320987654321,,
,,2.944,191.2,85.49,36.44,621.3,6.494,2.346048298573,,
,,2.968,194.3,85.44,36.77,627.7,7.065,2.32363339679086,,
,,2.953,195.9,85.39,36.46,632.1,7.159,2.34201865057597,,
,,2.946,238.7,85.49,36.36,624.1,6.993,2.3512101210121,,
,,2.951,241.2,85.59,36.18,621.3,7.332,2.36567164179104,,
,,2.944,240.3,85.76,36.49,621.6,7.821,2.35023294053165,,
,,2.964,200.5,85.92,36.93,622.0,8.155,2.32656376929326,,
,96,2.103,187.6,110.6,36.55,630.9,9.442,3.02599179206566,,
,,2.109,197.6,110.5,36.87,629.1,9.24,2.99701654461622,,
,,2.068,195.9,110.3,36.35,631.1,8.915,3.0343878954608,,
,,1.982,193.3,110.4,36.38,632.1,8.696,3.03463441451347,,
,,2.111,199.6,109.9,36.24,630.6,8.357,3.03256070640177,,
,,2.134,188.6,110.0,36.22,630.6,8.419,3.03699613473219,,
,,2.161,175.0,111.0,36.21,629.6,8.6,3.06545153272577,,
,,2.171,182.8,110.4,36.07,628.6,8.915,3.06071527585251,,
,,2.144,201.2,110.7,35.9,631.1,9.24,3.08356545961003,,
,,2.041,182.8,110.3,36.55,633.5,9.442,3.01778385772914,,
,,2.007,168.6,110.6,36.38,628.6,8.582,3.04013194062672,,
,,2.04,178.4,110.5,36.53,629.9,10.357,3.02491103202847,,
,,2.144,175.0,110.6,36.52,630.7,9.508,3.02847754654984,,
,,2.169,180.2,110.9,36.7,631.0,10.083,3.02179836512262,,
,,2.167,186.6,111.1,36.23,631.8,10.233,3.06651945901187,,
,,2.068,200.7,110.0,36.25,630.9,8.664,3.03448275862069,,
,,2.097,201.2,110.9,36.39,629.1,9.26,3.04754053311349,,
,,2.109,202.8,110.8,36.85,631.4,9.802,3.0067842605156,,
,,2.197,195.9,110.7,36.69,632.1,9.944,3.01717089125102,,
,,2.123,197.6,111.0,36.38,628.3,9.387,3.05112699285322,,
,97,2.401,278.3,110.9,40.85,608.5,7.669,2.71481028151775,,
,,2.39,264.5,111.2,40.52,615.4,8.338,2.74432379072063,,
,,2.422,208.5,111.3,40.93,604.0,7.795,2.71927681407281,,
,,2.384,184.6,110.7,40.75,601.9,7.532,2.71656441717791,,
,,2.39,198.4,111.2,40.41,603.8,8.931,2.75179411036872,,
